method,method_kind,case_id,category,fake_record_name,synthetic_input,expected_error_label,actual_error_label,expected_success,actual_success,expected_diagnostic_present,actual_diagnostic_present,expected_line,actual_line,expected_column,actual_column,expected_cleanup_runs,actual_cleanup_runs,expected_errdefer_runs,actual_errdefer_runs,expected_defer_runs,actual_defer_runs,expected_catch_runs,actual_catch_runs,expected_zig_status,actual_zig_status,error_union_observation,diagnostic_observation,errdefer_observation,testing_observation,json_zon_observation,zig_harness_matched,error_union_matched,diagnostic_matched,errdefer_matched,testing_matched,json_zon_observed,debugger_not_run,version_compatibility,production_diagnostics_tested,naive_should_fail,pass,fail_reason,output_bytes,elapsed_ms
zig_harness_compile_checker,harness_compile,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
error_union_observer,error_union,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
testing_debug_context_marker,testing,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
breakpoint_not_run_marker,breakpoint,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
build_option_context_marker,build_option,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
wrapper_policy_marker,wrapper,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
copy_size_timing_marker,timing,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
naive_error_policy_marker,naive,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
external_error_model_truth_not_tested_marker,external,c11_breakpoint_context_not_run,breakpoint_context_not_run,synthetic_debugger_flag,toy_diagnostic_breakpoint,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_run,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,25,0.0
preserve_original_case_baseline,baseline,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
zig_compiler_discovery_checker,compiler_discovery,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
zig_harness_compile_checker,harness_compile,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
error_union_observer,error_union,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
testing_debug_context_marker,testing,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
breakpoint_not_run_marker,breakpoint,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
build_option_context_marker,build_option,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
wrapper_policy_marker,wrapper,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
copy_size_timing_marker,timing,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
naive_error_policy_marker,naive,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
external_error_model_truth_not_tested_marker,external,c12_build_option_debugger_flag,build_option_debugger_flag_marker,synthetic_debugger_flag,demo_errdefer_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,context_only,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,18,0.0
preserve_original_case_baseline,baseline,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
zig_compiler_discovery_checker,compiler_discovery,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
zig_harness_compile_checker,harness_compile,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
error_union_observer,error_union,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
no_hidden_allocation_marker,no_alloc,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
wrapper_policy_marker,wrapper,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
copy_size_timing_marker,timing,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
naive_error_policy_marker,naive,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
external_error_model_truth_not_tested_marker,external,c13_no_hidden_allocation_error,no_hidden_allocation_error_marker,toy_error_payload_case,fake_json_value,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,15,0.0
preserve_original_case_baseline,baseline,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_compiler_discovery_checker,compiler_discovery,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_harness_compile_checker,harness_compile,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
error_union_observer,error_union,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
diagnostic_out_parameter_observer,diagnostic,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
wrapper_policy_marker,wrapper,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
copy_size_timing_marker,timing,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
naive_error_policy_marker,naive,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,True,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
external_error_model_truth_not_tested_marker,external,c14_optional_diagnostic_present,optional_diagnostic_present_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,1,1,7,7,False,False,False,False,True,True,True,True,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
preserve_original_case_baseline,baseline,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_compiler_discovery_checker,compiler_discovery,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_harness_compile_checker,harness_compile,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
error_union_observer,error_union,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
diagnostic_out_parameter_observer,diagnostic,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
wrapper_policy_marker,wrapper,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
copy_size_timing_marker,timing,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
naive_error_policy_marker,naive,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,True,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
external_error_model_truth_not_tested_marker,external,c15_optional_diagnostic_absent,optional_diagnostic_absent_marker,toy_diagnostic,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,False,False,0,0,0,0,False,False,False,False,True,True,True,True,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
preserve_original_case_baseline,baseline,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
zig_compiler_discovery_checker,compiler_discovery,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
zig_harness_compile_checker,harness_compile,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
error_union_observer,error_union,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
diagnostic_out_parameter_observer,diagnostic,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
wrapper_policy_marker,wrapper,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
copy_size_timing_marker,timing,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
naive_error_policy_marker,naive,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,True,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
external_error_model_truth_not_tested_marker,external,c16_diagnostic_out_parameter,diagnostic_out_parameter_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,3,3,12,12,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
preserve_original_case_baseline,baseline,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
zig_compiler_discovery_checker,compiler_discovery,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
zig_harness_compile_checker,harness_compile,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
error_union_observer,error_union,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
diagnostic_out_parameter_observer,diagnostic,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
wrapper_policy_marker,wrapper,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
copy_size_timing_marker,timing,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
naive_error_policy_marker,naive,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,True,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
external_error_model_truth_not_tested_marker,external,c17_diagnostic_line_column,diagnostic_line_column_marker,sample_line_col,example_schema_bad,SchemaMismatch,SchemaMismatch,False,False,True,True,2,2,5,5,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,18,0.0
preserve_original_case_baseline,baseline,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_compiler_discovery_checker,compiler_discovery,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
zig_harness_compile_checker,harness_compile,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
error_union_observer,error_union,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
diagnostic_out_parameter_observer,diagnostic,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
wrapper_policy_marker,wrapper,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
copy_size_timing_marker,timing,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
naive_error_policy_marker,naive,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
external_error_model_truth_not_tested_marker,external,c18_diagnostic_expected_actual,diagnostic_expected_actual_marker,fake_expected_actual,fake_json_value_bad,UnexpectedToken,UnexpectedToken,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,19,0.0
preserve_original_case_baseline,baseline,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
no_hidden_allocation_marker,no_alloc,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c19_diagnostic_capacity_limit,diagnostic_capacity_limit_marker,toy_diagnostic,synthetic_failure,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
zig_compiler_discovery_checker,compiler_discovery,c20_diagnostic_overflow_truncation,diagnostic_overflow_truncation_marker,toy_diagnostic,synthetic_failure_long,ToyError,ToyError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,22,0.0
